ImageID,Labels,Caption
20043.jpg,1,"There is a very long table preparing to eat a meal"
20044.jpg,1,"A woman in a white skirt standing on top of a tennis court."
20045.jpg,1,"A couple of men standing next to each other holding Wii game controllers."
20046.jpg,1 18,"A dog is dressed in a shirt and jeans."
20047.jpg,16 17,"A cat and a canary are sharing dinner together."
20048.jpg,8 1 4 6,"A red double decker bus driving down a street."
20049.jpg,1,"A person on a skateboard on a street."
20050.jpg,17,"A cat sitting on top of two pizza boxes."
20051.jpg,1,"A parade of donkeys walking up a street."
20052.jpg,1,"A man feeding a baby giraffe a bottle."
20053.jpg,1 2,"A man with a backpack is standing near a row of bicycles."
20054.jpg,1,"A young boy using a pair of green handled scissors."
20055.jpg,1 15,"A man standing on a tennis court holding a tennis racquet."
20056.jpg,16,"a close up of a small bird on a rock"
20057.jpg,1 15,"Woman sitting on a bench holding a hotdog in her hand"
20058.jpg,1,"a person on a snowboard sitting in the snow"
20059.jpg,1,"a man is touching a black laptop on a desk"
20060.jpg,2 3 14,"row of bicycles next to a yellow box on bricked walkway"
20061.jpg,17,"A cat sitting on a couch next to a glass table."
20062.jpg,17 1,"Cat wearing a Christmas themed being petted while laying on a blanket."
20063.jpg,1 3,"A group of adults and children standing in a parking lot."
20064.jpg,1,"A person holding a white game controller sitting on a train.."
20065.jpg,1 9,"A woman and two babies are in a swimming pool."
20066.jpg,8 1 3 5,"A small airplane and some people out in a field."
20067.jpg,1 2 4,"A person on a bike nearly hitting a cow"
20068.jpg,8 10 3,"Plants on the edge of a street near traffic lights and signals."
20069.jpg,1,"A batter at bat during a baseball game."
20070.jpg,1,"A group of people sitting on a subway."
20071.jpg,1,"a woman standing in the living room holding a remote"
20072.jpg,1,"a old woman carries a stick with some oranges on it"
20073.jpg,1 3,"A bunch of people with some wearing headscarves are flying kites and pulling a panda bear balloon."
20074.jpg,1,"a group of skateboarders playing on a half pipe outdoors"
20075.jpg,1,"A man brushing his teeth with an electric tooth brush."
20076.jpg,1 3,"A group of young men and woman posing for a picture."
20077.jpg,1 3,"A female is sitting on some steps talking on her cell."
20078.jpg,3 14 15,"A parking meter sitting in a parking lot next to a table with chairs."
20079.jpg,1,"A man in blue waiting for the pitch."
20080.jpg,1 4,"There are several motorcycles at the side of the road."
20081.jpg,1 3,"a woman standing at the corner of a tennis court waiting for the ball to come"
20082.jpg,1,"There are a lot of people standing in a room."
20083.jpg,8 5,"An airpane is parked on a nice runway strip"
20084.jpg,1 2,"A couple of people on a bike on a road."
20085.jpg,1,"A group of ladies stand in a kitchen to cook"
20086.jpg,15,"THERE IS A ROOM WTHA A LOT OF STORAGE SPACE IN THERE"
20087.jpg,16,"A table topped with a bird and plates of food."
20088.jpg,1,"A group of men preparing food inside of a kitchen."
20089.jpg,1,"A toddler is standing next to a pile of paper on the floor."
20090.jpg,1,"Man about to throw a forehand frisbee in game"
20091.jpg,5,"A beige and blue airplane is in the gray sky."
20092.jpg,8 1 6,"a giraffe is standing over by a tree"
20093.jpg,1,"A beautiful woman doing the splits on a sandy beach."
20094.jpg,1,"A group of people petting a zebra on the street"
20095.jpg,4,"A red motorcycle parked at the side of a road."
20096.jpg,17,"A cat sitting in a sink looking back at the camera."
20097.jpg,1,"A small child in a diaper looking at a book."
20098.jpg,8 1 3,"A man is walking while wearing a clock"
20099.jpg,1 3,"A guy on a skateboard doing a trick on a wall."
20100.jpg,1,"A man standing at a table inside of a restaurant."
20101.jpg,1,"An iridescent, intricately designed vase sits among other vases in a display."
20102.jpg,1 3,"a male in a black jacket and a white and black street sign and cars"
20103.jpg,1 15,"A skater prepares to shred the gnar in public."
20104.jpg,11,"a hydrant on the field besides a house"
20105.jpg,1,"A baseball player running along a field after tossing a bat."
20106.jpg,9 1,"The man in the baseball cap is driving a boat."
20107.jpg,19,"Two brown horses crossing necks with each other."
20108.jpg,1 5,"A China Airlines Airplane sitting on a waiting area of an airport."
20109.jpg,1,"A woman in a pasture pets a sheep on the head."
20110.jpg,1,"A surfboard sticking out of the sand at a beach."
20111.jpg,1,"young asian family sitting on the floor playing monopoly on big screen TV"
20112.jpg,1,"a man is holding a teddy bear by the hand"
20113.jpg,1,"A man and two little girls standing in front of a giraffe."
20114.jpg,1 19,"A jockey riding a horse being pulled to the starting line by a worker."
20115.jpg,1 15,"A woman is holding a tennis racket by a fence"
20116.jpg,1 15,"Kids in their uniforms during a baseball game."
20117.jpg,17,"A fluffy cat sitting on the edge of a table"
20118.jpg,3 13 6,"a double decker bus going down the road by a blue car"
20119.jpg,1,"A man and woman in a restroom with the toilet spraying water."
20120.jpg,1,"A couple of women holding tennis racquets on top of a tennis court."
20121.jpg,1,"a couple of guys standing up with some snowboards in hand"
20122.jpg,1 18,"A black and white photograph of a group of skiers near a cabin."
20123.jpg,1 11,"A man walks with a young girl hand and hand as she carries an umbrella."
20124.jpg,19,"A couple of horses walking along a beach."
20125.jpg,13,"Another creative attempt to add to a Stop sign."
20126.jpg,1,"A woman in a yellow dress holding a tennis racquet."
20127.jpg,1,"A line of book shelves with a stuffed animal sitting on the top of each."
20128.jpg,1,"A man who is sitting at a table and about to eat a cake."
20129.jpg,1,"A boy is blowing out candles on some brownies"
20130.jpg,5,"Single winged airplane flying with its landing gear down in the dark."
20131.jpg,18,"A dog headring some cattle to be corraled for safe keeping."
20132.jpg,1,"The batter has just hit the ball as the crowd watches"
20133.jpg,1 2,"A man wearing a gray suit and tie standing next to a bike."
20134.jpg,1 3,"A young woman standing underneath a yellow street sign."
20135.jpg,8,"A red and white truck is driven down a road."
20136.jpg,1,"A person standing next to a tall giraffe."
20137.jpg,18,"Furry dog gazes out of a window on a sunny day."
20138.jpg,5,"An airplane is taking off from an airport."
20139.jpg,1 18 3,"black and white image of a large dog walking next to a parked car"
20140.jpg,1,"Two children playing with a wii inside a library."
20141.jpg,1,"A woman sitting in front of a giant pizza."
20142.jpg,1,"A woman eating a hot dog while standing on a sidewalk."
20143.jpg,17,"A cat sitting on the floor in a living room watching television."
20144.jpg,1 19,"Two horses pulling a bearded man on a wagon."
20145.jpg,1 7,"A train parked inside of a train station."
20146.jpg,1,"A woman is holding a pan with plastic lids."
20147.jpg,1,"A baseball pitcher pitching a ball during a game."
20148.jpg,1 2,"A group of men and women in a field."
20149.jpg,1 10,"A woman riding skis across snow covered ground."
20150.jpg,1,"a woman standing on a tennis court with a bandage on her left knee"
20151.jpg,1,"A graffiti covered wall is in the background as skateboarders are on the concrete floor in front of it."
20152.jpg,1 9 7,"A crowd of people gathered near a train wreck by a river."
20153.jpg,1,"A brown teddy bear siting on top of grass."
20154.jpg,1 15,"A man taking a picture of people on a bench near a beach."
20155.jpg,1,"The baseball is being hit by a professional baseball batter."
20156.jpg,1,"A young kid with big blue eyes takes a bite of food."
20157.jpg,9 1,"Families and groups of people standing on a beach with their feet in the water."
20158.jpg,8 1 3 13,"A large yellow bear kite flying in a blue sky."
20159.jpg,1,"A newly married couple standing next to each other."
20160.jpg,7,"Several train tracks with a train on one of them."
20161.jpg,1,"a group of people cutting into a big cake"
20162.jpg,1,"A man and a woman holding glasses of white wine."
20163.jpg,9 15,"A wooden bench sitting along side a river."
20164.jpg,3 5,"Canadian planes sitting at the airport on a clear day."
20165.jpg,1,"A baseball player holding a bat during a game."
20166.jpg,1 4,"a beautiful woman wearing vinyl sitting on a motorcycle"
20167.jpg,1 2 3,"A group of cyclists are riding their bikes in a race."
20168.jpg,1,"A man holds a hot dog up to the camera."
20169.jpg,1,"a group of guys standing next to a tv holding a  remote"
20170.jpg,1,"A couple eating hamburgers and hotdogs at a pool party"
20171.jpg,1,"There are several types of cold cuts and pickles on this tray."
20172.jpg,1,"A man holding a tennis racquet near a tennis ball."
20173.jpg,1,"A black man in a black suit, hat and tie."
20174.jpg,1 15,"A man sitting on a park bench playing a guitar."
20175.jpg,1 3,"A man holding a snowboard standing next to a young man."
20176.jpg,1 9,"Two people sit in lawn chairs and look at the lake."
20177.jpg,1,"A woman plays tennis on a clay court."
20178.jpg,1 3 6,"a white five star bus riding down the street"
20179.jpg,1,"The snow boarders stand together in the snow."
20180.jpg,1 3,"A child running with a kite on the beach."
20181.jpg,1,"A large glass patter topped with white plates filled with food."
20182.jpg,16,"Two sheep are grazing in the long grass."
20183.jpg,1,"a person standing near the water eating  a box of pizza"
20184.jpg,1 2 3 9,"A man posing with a bicycle near the shore with a ferry behind him."
20185.jpg,1,"A woman is drinking beer and eating a hot dog."
20186.jpg,1,"A woman is sitting on a chair at a table with a cup and cell phone."
20187.jpg,1,"A woman brushes her hair in front of a mirror."
20188.jpg,1,"A small road side vendor shack set up for a charity."
20189.jpg,1,"A couple of women skiing up the slide of a snow covered slope."
20190.jpg,8 3,"Cars parked on the sides of the street by houses."
20191.jpg,8 1 2,"People are unloading trunks off of an old jeep."
20192.jpg,9 15,"Two boats tied up to a lake dock with red houses in the background."
20193.jpg,1,"a person sitting at a small desk with a guitar"
20194.jpg,1,"A large bowl of fruit sits in the center of a table as people sit around in red chairs."
20195.jpg,1,"A professional baseball pitcher pitching to home plate."
20196.jpg,1,"A tennis player is bending his knees to the side to hit the ball."
20197.jpg,16 9 3 1,"Pelicans and seagulls sitting on the shore of a beach"
20198.jpg,1,"a pitcher clearing the mound getting ready to play"
20199.jpg,1 4,"A motorcyclist with helmet and neon vest taking a photograph in side mirror"
20200.jpg,1,"A girl on a snowboard jumps in the air."
20201.jpg,5,"A large jet engine suspended over a country side."
20202.jpg,1,"Several young men eating donuts hanging from strings."
20203.jpg,1,"A man kicking some sand at the beach."
20204.jpg,1,"A man in shirt and tie smiling with glasses."
20205.jpg,1 3,"some cows walking on a road with a person behind them"
20206.jpg,8 1 3 6,"Two women on the sidewalk passing each other."
20207.jpg,1,"Three small oranges being held in one hand."
20208.jpg,1,"a close up of a bit into piece of pizza"
20209.jpg,1,"A living room with lots of furniture and hard wood flooring."
20210.jpg,1,"A life-sized wax figure of a baseball player, mid-swing."
20211.jpg,1,"Inside of a train's hallway with a man standing at the end."
20212.jpg,1,"Child enjoys fistfuls of cake during a picnic"
20213.jpg,9 3,"Many boats and sailboats moored in the water."
20214.jpg,1 10,"A man in a yellow safety vest standing outside of a tall building."
20215.jpg,1 4,"Several men stand behind their motorcycles in front of a mountain range."
20216.jpg,1 3 6,"A man holding an umbrella standing next to a busy street."
20217.jpg,1,"A young lady holding a tennis racket has a victorious look on."
20218.jpg,1 17,"A woman wearing glasses while holding a brown dog."
20219.jpg,8 1 3,"A sign sitting on the side of a road."
20220.jpg,8 1,"A boy that is kicking a soccer ball."
20221.jpg,1,"A couple of young men standing on top of a lush green field."
20222.jpg,1,"This man is jumping to hit a tennis ball with his racket."
20223.jpg,16,"A PICTURE OF A BIRD WITH ITS MOUTH OPEN"
20224.jpg,1 5,"An engine on a large airplane on a runway."
20225.jpg,1,"A large metal clock sitting on a peer over the ocean."
20226.jpg,16,"One bird rests on the pavement while another stands watch."
20227.jpg,1,"Male chefs are making food at a restaurant."
20228.jpg,1,"A man wearing a suit and holding a shoe in his hands."
20229.jpg,1,"A man hitting a tennis ball with a tennis racquet."
20230.jpg,1 4,"Two people ride a motorcycle down a road."
20231.jpg,1,"The woman is eating her meal at the table by herself."
20232.jpg,19 1 3,"A woman leading a horse past a car."
20233.jpg,1 19,"a lady riding a horse in front of a crowd"
20234.jpg,1 3,"A man gets ready to hit a tennis ball with a racket."
20235.jpg,3,"A clock tower in front of building next to a road."
20236.jpg,1,"a person walking with an open umbrella"
20237.jpg,5 6,"A large passenger jet parked on top of a runway."
20238.jpg,1,"A man walking next to a building in the rain while holding a red umbrella."
20239.jpg,1,"Male surfer in wet suit successfully riding in splashy water."
20240.jpg,1 7,"The people wait to board in front of a green train."
20241.jpg,18,"A large dog laying next to a frisbee on a green field."
20242.jpg,8 5 6,"A brightly colored airplane sits on the tarmac."
20243.jpg,1 19,"Two horses are standing and drinking from a water source."
20244.jpg,1,"People are playing ultimate frisbee on a grassy field."
20245.jpg,4 6,"A red and white scooter with the union jack flag on the back tire stands next to a red double decker bus."
20246.jpg,1 6 7,"A bus pulling in to a train station with waiting people"
20247.jpg,8 1 10 3,"a construction truck holding two workers next to a power line."
20248.jpg,17,"A cat that is sitting next to a desk."
20249.jpg,1,"This is an image of a man kite skateboarding."
20250.jpg,1,"A photographer taking a picture of a baseball player at bat."
20251.jpg,3 13,"A sidewalk covered in dirty snow next to tall buildings."
20252.jpg,1 3,"Person on riding a skate board up a ramp in a skate park."
20253.jpg,1,"A woman is hugging her small child on the couch."
20254.jpg,1,"A group of people sitting at a table with a giant pizza."
20255.jpg,1,"There is a man holding a camera on a safari"
20256.jpg,1,"a room that has a microwave in it"
20257.jpg,1,"A batter swinging at the ball in a baseball game."
20258.jpg,1,"The group of people are watching the elephant in the water."
20259.jpg,19 1 3 4,"Horse and handler in a European town with two cars on the street."
20260.jpg,1,"A man in a white shirt and tie making an ugly face."
20261.jpg,1,"Man exercising with frisbee on an indoor court."
20262.jpg,1,"A group of four men standing next to each other on a tennis court."
20263.jpg,1 2 3 14,"there is a parking meter with a bike on it"
20264.jpg,1,"Some people are standing on top of a snow mountain."
20265.jpg,1,"A man riding a snowboard down the side of a slope."
20266.jpg,15,"a nicely decorated bedroom with a big bed"
20267.jpg,1 4,"three girls and a bike in a room."
20268.jpg,1,"A bride and groom are preparing to cut into a cake."
20269.jpg,1,"A woman preparing food while standing in a  kitchen."
20270.jpg,16,"A house has a painting on the garage door of a cow, geese, and chickens."
20271.jpg,17,"A cat sitting in a window sill next to a window."
20272.jpg,1,"A man squatted on the ground next to a laptop computer."
20273.jpg,1,"A PIICTURE OF A MAN PLAYING TENNIS"
20274.jpg,7,"A green train following the tracks through trees."
20275.jpg,1,"A person on a snow board on a big snowy hill."
20276.jpg,9 1,"A raft floats down a lovely canyon on a stretch of flat water."
20277.jpg,9 1,"A small white boat in the open water."
20278.jpg,1 18,"A woman sits on a couch holding a remote next to her Boston terrier."
20279.jpg,2 3 11 15 18,"A small white dog tied up to a red fire hydrant."
20280.jpg,7,"An orange and yellow train traveling down tracks."
20281.jpg,4,"A green bike parked on the side of the road with a helmet on the back of the bike"
20282.jpg,1 6,"Two buses are sitting in front of a building."
20283.jpg,1,"Two people in dim lit room playing Nintendo"
20284.jpg,17,"A brown, white, and black cat is sleeping on a keyboard."
20285.jpg,1,"A woman standing next to a man in a kitchen."
20286.jpg,8 10,"An old model car parked on top of a gravel parking lot."
20287.jpg,1 13,"The stop sign on the corner of Freeze Rd. and Misty Ln."
20288.jpg,10 3,"Green and red signs hanging from the same street sign."
20289.jpg,1,"A woman standing next to skis while holding a ski pole."
20290.jpg,1,"Young man on a skateboard in the park preforming a stunt."
20291.jpg,1,"A man making a face is holding a donut."
20292.jpg,1,"A boy reaches out to catch a frisbee."
20293.jpg,3 1 11 6,"A bus displays an In Service sign, traveling down a road"
20294.jpg,9 1,"A woman stands near a man in a boat as an elderly couple sits on the shore."
20295.jpg,1,"a couple of men standing in front of a fan on a stage."
20296.jpg,1 19,"A man riding a horse in an arena with a bull."
20297.jpg,17,"Cat about to leap in a restroom counter top"
20298.jpg,1,"A man flying a kite in a gray cloudy sky."
20299.jpg,14,"Parking meters stand in front of parking spaces in an empty lot."
20300.jpg,1,"Two men who are looking at a laptop computer."
20301.jpg,1,"A man riding a wave on a surfboard in the ocean."
20302.jpg,9,"A large white and blue boat traveling along a large mountain."
20303.jpg,3 6,"A bus on a city street waiting for passengers."
20304.jpg,1,"A woman sitting on a red couch wearing no panties."
20305.jpg,1 18,"a poor lady trying to sell  her vegetables"
20306.jpg,13,"A stop sign with two one way signs on top of it."
20307.jpg,7,"A cake that is on top of a table."
20308.jpg,1 10 3 4,"a young man skateboarding next to a bunch of motorcycles"
20309.jpg,1,"Two young men standing in a living room next to each other."
20310.jpg,8 5,"an airplane sits on a tarmac at night"
20311.jpg,7,"A train poster with scenes of different cities."
20312.jpg,17,"A tiger cat walking across a field. near plants."
20313.jpg,1,"A vintage photo of people on skis posing for a picture."
20314.jpg,17 1,"A orange and white striped cat laying on fabric in a clothing store."
20315.jpg,1,"Two soccer players kick at a soccer ball."
20316.jpg,8 1 3,"A group of people kicking around a soccer ball."
20317.jpg,19,"A birth day cake is arranged on a table"
20318.jpg,1,"A baseball player standing in a position to pitch a ball."
20319.jpg,1,"A man riding skis down a snow covered slope."
20320.jpg,1,"A skateboarder making a jump over a piece of wood"
20321.jpg,8 1 5,"Several planes parked on the ground at an airport."
20322.jpg,8 3,"A living room that is decorated quite well"
20323.jpg,1,"A woman and bored child preparing food together."
20324.jpg,1,"An older man wearing a jacket and a neck tie."
20325.jpg,1,"Elephants are standing together eating long pieces of grass."
20326.jpg,1,"A baseball player up to bat during a baseball game."
20327.jpg,16,"An interesting bird is perched on the branch of a tree."
20328.jpg,1,"A little girl pointing at a sheep behind a cage."
20329.jpg,1 4,"A man riding a motorcycle next to a lush green field."
20330.jpg,1 3 6,"A city trolley car bus is stopped on a city street with a flagstone-paved sidewalk beside it and a building in the background."
20331.jpg,1 15,"There is man walking next to a brick wall"
20332.jpg,17,"An orange and white cat laying on top of a laptop computer."
20333.jpg,1 19,"A young person riding a brown horse through a field."
20334.jpg,1,"A family on Christmas day, with the children eating and a Christmas tree in the corner."
20335.jpg,1 2 4,"Six people on two different bicycles passing each other on a busy street."
20336.jpg,1,"a woman is standing on a court playing tennis"
20337.jpg,1,"A man holding a pink nipple ring up against his right breast."
20338.jpg,1,"Two men riding on a wave near rocks on a beach."
20339.jpg,1,"A person on  a skate board in mid air by a rail."
20340.jpg,1,"A bald man holding a box filled with donuts."
20341.jpg,1 3 4,"Several people on motor scooters waiting in a parking lot."
20342.jpg,1 6,"A bus with a farm scene painted on the side of it."
20343.jpg,1 7,"An old train is traveling down the track in a black and white photograph."
20344.jpg,1,"A group of people standing around a table filled with fruits and vegetables."
20345.jpg,1,"A table filled with plates of donuts next to beverages."
20346.jpg,1,"A batter and catcher during a baseball game on field."
20347.jpg,1,"Two people in the living room playing the Nintendo Wii."
20348.jpg,8 3,"A group of trucks sitting on top of a dirt field."
20349.jpg,19 15,"A white horse standing next to a couple of other horses."
20350.jpg,1,"Retro picture of a beautiful women at bat."
20351.jpg,1 2 3 6 8 10,"A person on a bicycle waiting to cross a street at the intersection."
20352.jpg,1,"a black and white photo of some people a street and a suitcase"
20353.jpg,17,"A cat that is standing on a ledge looking at a plate."
20354.jpg,1,"a lady that is holding up some kind of sign"
20355.jpg,1 18,"A group of people sit and watch a woman and a dog."
20356.jpg,17 1,"Four photographs of a man shaving his face."
20357.jpg,1,"A hipster couple is giddy at a wine tasting."
20358.jpg,1,"two people sitting at a table eating food"
20359.jpg,1,"A Skiier in motion fast down hill in race"
20360.jpg,1,"a group of elephants standing in the sand next to some rocks"
20361.jpg,1 6 15,"A street that has a van parked on the side near a tree."
20362.jpg,16 1,"A white plate topped with two pieces of food."
20363.jpg,16 1,"a man wearing a backpack standing on top of a cliff"
20364.jpg,18,"A dog looking out a window next to table with laptop."
20365.jpg,17,"a cat wearing a tie with skulls on it"
20366.jpg,3 13,"A stop sign and a street sign posted on a neighborhood intersection."
20367.jpg,8 1 3 6,"Big Ben standing a midst other old buildings in London."
20368.jpg,1,"some people walking through part of an airport"
20369.jpg,1,"It is obvious that this young man is fond of doughnuts."
20370.jpg,1,"A man launching off a wooden skateboard ramp."
20371.jpg,1,"Two people on a beach are carrying their surf boards towards the water."
20372.jpg,1,"A woman brushing her teeth in a bathroom decorated with rubber ducks."
20373.jpg,17,"A cat sitting in a spot of sun looking out a window."
20374.jpg,1 2 3 13,"A woman riding a bike through a crowded city street."
20375.jpg,1 4 13,"Three motorcycles riding on a street the third motorcycle has two passengers."
20376.jpg,1 19,"A man is riding on a chair pulled by horses."
20377.jpg,1 4,"a young girl is sitting on a motorcycle"
20378.jpg,1,"A man in a green shirt holding a white frisbee."
20379.jpg,1,"A woman skiing down the side of a snow covered mountain."
20380.jpg,1 15,"Some soccer players are getting ready to play some ball."
20381.jpg,1,"a group of women gathered together side by side in front of a table with pastries on it"
20382.jpg,1,"A group of people wearing jeans standing around a piece of luggage."
20383.jpg,8 1,"there is a man and a woman walking who just got married"
20384.jpg,5,"A got standing on top of a tall rock on the side of a mountain."
20385.jpg,1 2 3 6 15,"A street scene with a bus stopped at a bus stop."
20386.jpg,1,"The congregate and do business in the crowded room."
20387.jpg,18,"A black dog carries a red frisbee in its mouth."
20388.jpg,1,"A man getting ready to put on a tie."
20389.jpg,1,"People at the picnic while an elderly woman shows a pizza."
20390.jpg,1,"A baby sits in a suitcase in front of a book shelf"
20391.jpg,17,"A series of photographs of  cats and sheep."
20392.jpg,2,"A bicycle wheel sitting in front of a pile of garbage."
20393.jpg,1,"The man is trying to ski but is posing for a picture as if he fell down."
20394.jpg,1,"man returns tennis ball while playing two on two"
20395.jpg,1,"A man is skiing and a child is snowboarding."
20396.jpg,17,"A close up of a cat starring out into the distance."
20397.jpg,1,"A living room with simple Ikea type furniture"
20398.jpg,1,"A beautiful woman with large breast wearing a green and brown dress."
20399.jpg,1 3 6,"two people walking toward a huge several building"
20400.jpg,1 4,"Black and white photograph of motorcycles and elephants."
20401.jpg,17,"A living room filled with furniture and a fire place."
20402.jpg,16,"View of an open book looking from the bottom  of the page towards the sky at a line of flying birds."
20403.jpg,1 3 4 6 8 10,"A distant shot of a bus along with other traffic."
20404.jpg,7,"A train sits on the far side of the track"
20405.jpg,1 3 4,"A busy street with parked cars and a rusted clock."
20406.jpg,18,"an image of a dog sitting on a chair"
20407.jpg,8 1 10 6,"A city scene of a street and sidewalk with a truck and people walking in the rain."
20408.jpg,5,"A jet airplane flying above some city buildings."
20409.jpg,8 1 3,"A woman and child stand on roadside while two men are at back of vehicle."
20410.jpg,1,"A man riding a skateboard up the side of a ramp."
20411.jpg,1 2,"Guy riding along the edge of a skate board park on a skate board."
20412.jpg,1,"A young man riding on top of a surfboard in the ocean."
20413.jpg,1,"A person riding a skateboard down the street in the daytime."
20414.jpg,1,"A young man wearing glasses being flipped off by a hand."
20415.jpg,1 10 3 6,"A large red double decker bus traveling down a city street."
20416.jpg,1 15,"People wait in line to eat some food."
20417.jpg,1,"A baseball player is on the field holding his bat."
20418.jpg,17,"A cat laying on the gravel underneath something."
20419.jpg,10 15,"A very tall brick tower with a clock on it's side."
20420.jpg,8 1,"The children are riding in the back of the truck."
20421.jpg,1,"A surfer rides a wave on the ocean."
20422.jpg,5,"A large gray airplane is flying portrait style against a light grey sky."
20423.jpg,1,"An older man is sitting down with a microphone conducting an interview."
20424.jpg,1,"A group of young children playing a game of soccer on a field."
20425.jpg,7,"a silver and blue train traveling along a lush green forest."
20426.jpg,1,"A little boy sitting in a chair is holding a remote to his head and another person is holding a remote up to his cheek."
20427.jpg,1 3 4 8 10,"A city street with a red banner spanning the width of it."
20428.jpg,1,"A middle aged couple playing tennis together on a sunny day"
20429.jpg,1,"THERE ARE TENNIS PLAYERS PLAYING TENNIS ON THE COURT"
20430.jpg,6 15,"A double decker bus in London near some buildings"
20431.jpg,1,"a person sitting down using a cell phone"
20432.jpg,1,"A skateboarder prepares to begin his tricks in front of a crowd."
20433.jpg,1 3,"two people are barbecuing outside  while it rains ."
20434.jpg,1,"A person sitting at a desk working on a laptop."
20435.jpg,9 1,"A anime picture with a squirrel on woman's hat holding dynamite"
20436.jpg,1 13,"A person standing on the street with a stop sign."
20437.jpg,6,"A group of  yellow school buses parked in a very large parking lot."
20438.jpg,1,"A tall clock tower is beside a shorter building."
20439.jpg,1 7,"A little boy playing with a Thomas The Train figure."
20440.jpg,1 5 6,"A small white plate sitting on top of an airport runway."
20441.jpg,1,"A man standing next to a woman in a kitchen filled with food."
20442.jpg,1,"A young man  sitting down and eating a large sandwich"
20443.jpg,1 10 3,"a bunch fo cars drive down a wide road"
20444.jpg,1,"A bunch of people outside by the water flying kites"
20445.jpg,1,"A hand holding a remote control in their left hand."
20446.jpg,1,"A person on a snowboard rides on the snow."
20447.jpg,1,"A girl laying in bed is reading a book."
20448.jpg,1 3 6,"This is a painting of a boy painting."
20449.jpg,1,"A skateboarder wearing a hoodie flies off a ramp with a rail in the background."
20450.jpg,1 7,"A blue and yellow train pulls up to the station."
20451.jpg,5,"A black jet flying upside down through the sky."
20452.jpg,1,"A person on a yellow and black snowboard has caught some air."
20453.jpg,1,"an elephant wrapping its trunk around a womans neck"
20454.jpg,1,"A little girl standing in a bedroom on a rub."
20455.jpg,1,"A little boy that is sitting on a skateboard."
20456.jpg,1,"A girl is kicking a soccer ball on a grass field."
20457.jpg,8,"A large Coca-Cola truck driving in a parking lot."
20458.jpg,3 13,"A stop sign has graffiti written on it."
20459.jpg,1,"A smiling woman walks on the beach with her surf board."
20460.jpg,1,"A man holding up a large tray of hotdogs."
20461.jpg,16,"A half circle window with a bird flying on the outside."
20462.jpg,1,"a man taking a photo of an image from his laptop on his cell phone"
20463.jpg,1 3,"A black and white photo of an old town during a past era"
20464.jpg,1,"A person skiing in the snow next to an orange mesh tarp  fence."
20465.jpg,1 18 9,"A man and women walking along a boat dock with a dog."
20466.jpg,1 3,"two men standing in a park attached to parachutes"
20467.jpg,3 13,"Stop sign at an intersection with a fence flanked by weeds."
20468.jpg,1,"A cell phone and a man sitting down."
20469.jpg,1,"Man pointing at a sticker on a paper."
20470.jpg,17,"A cat is distracted by something while standing on a bed."
20471.jpg,1,"The skateboarder is laying on his back with his board on his feet."
20472.jpg,1,"a bunch of people play a game of frisbe in a park area"
20473.jpg,16,"A small blue and white bird standing next to a cow."
20474.jpg,1 3 8 10 11,"A meter maid car is by a fire hydrant."
20475.jpg,5,"A large passenger jet flying through a blue sky"
20476.jpg,1,"A young boy learns to downhill ski on a gentle mountain slope."
20477.jpg,1,"A man and woman pose for a picture on the ski slope."
20478.jpg,17,"A cat that is sitting next to a bowl."
20479.jpg,1 15,"A young man standing on top of a tennis court."
20480.jpg,16,"A red bird feeder with two small birds sitting on it."
20481.jpg,1,"A snow boarder sits on top of a snowy mountain."
20482.jpg,8 1 3 5,"a truck sits next to a big plane"
20483.jpg,8,"A white truck that is sitting under a tree."
20484.jpg,19,"Horses stand in the snow as they drink from a big bucket."
20485.jpg,17,"A black cat sitting on top of a green chair."
20486.jpg,1,"People standing outside leaning against what looks like a public transport bus."
20487.jpg,1,"A group of beautiful women sitting around a table."
20488.jpg,1,"A table that has a laptop and a plate of tomatoes on it."
20489.jpg,1,"A young lady standing on a lush green field filled with grass."
20490.jpg,9 1,"A man riding in a boat with a large paddle."
20491.jpg,1,"A male tennis player in mid air action on the court."
20492.jpg,5,"A cluster of airplanes fly in a formation and leave a series on contrails."
20493.jpg,1 4,"Plaza full of Asian people in a market full of things to buy."
20494.jpg,1 2 6,"Person riding their bike pass the tour bus in the other lane."
20495.jpg,17,"A couch sits in the center of a living room area with two windows."
20496.jpg,18,"Two foxes stand next to a dead zebra in the grass."
20497.jpg,1,"A vase filled with yellow and purple flowers."
20498.jpg,7,"An orange train engine sitting  in the station."
20499.jpg,1,"A person snowboarding, one carrying a sled an one walking in the snow."
20500.jpg,1,"A little boy sitting in a chair holding a doughnut"
20501.jpg,1 3 5,"Small plane on tarmac with pilot at controls at airport."
20502.jpg,1,"A man is feeding an elephant from his backyard."
20503.jpg,1,"A man doing a handstand with one hand on a skateboard"
20504.jpg,1,"Two people coming down a mountain, one is skiing and the other is on a sled."
20505.jpg,1,"A pair of scissors slice through fabric with gold blades."
20506.jpg,7,"A train traveling down the side of a lush green hillside."
20507.jpg,16 1,"A skate boarder flipping his board on a paved courtyard by a fountain"
20508.jpg,1,"a man is sitting down with beer and pizza"
20509.jpg,17,"A refrigerator filled with bottled water and beer and a sleeping cat."
20510.jpg,3 14,"A parking meter at the curb of a city street."
